"","date","r_f","r_mkt","r_me","r_ia","r_roe","r_eg"
"335",1968-05-02,0.0212,0.6169,-0.1237,-0.1381,0.1965,-0.0278
"336",1968-05-03,0.0212,0.0997,-0.1068,0.3669,0.3409,-0.0076
"337",1968-05-06,0.0212,-0.1826,0.4046,0.0547,-0.05,0.0074
"338",1968-05-07,0.0212,0.5818,0.2467,0.0904,-0.0546,-0.1055
"339",1968-05-08,0.0212,0.0477,0.2439,-0.3165,0.0809,0.0035
"340",1968-05-09,0.0212,-0.5149,0.0924,0.1946,0.281,-0.0374
"341",1968-05-10,0.0212,0.3207,0.8643,-0.3846,-0.163,-0.1833
"342",1968-05-13,0.0212,-0.1673,0.6686,0.091,0.2241,0.2607
"343",1968-05-14,0.0212,-0.0523,0.0899,0.0015,-0.1885,0.2636
"344",1968-05-15,0.0212,-0.0521,0.2849,0.002,0.3628,0.1213
"345",1968-05-16,0.0212,-0.4538,0.3245,0.0208,0.0589,0.5746
"346",1968-05-17,0.0212,-0.5842,0.4411,0.1585,-0.2137,-0.2348
"347",1968-05-20,0.0212,-0.4645,0.215,0.207,0.1494,-0.0313
"348",1968-05-21,0.0212,0.5747,0.3089,-0.4376,0.3538,-0.1385
"349",1968-05-22,0.0212,0.3137,0.7914,-0.6267,-0.1928,-0.2191
"350",1968-05-23,0.0212,-0.1188,0.3343,-0.5714,-0.0109,-0.2203
"351",1968-05-24,0.0212,0.3012,0.3225,-0.0441,0.1232,-0.0413
"352",1968-05-27,0.0212,-0.0482,0.5264,-0.1698,-0.1089,-0.398
"353",1968-05-28,0.0212,0.6052,0.0672,-0.0092,0.6381,-0.1611
"354",1968-05-29,0.0212,0.3085,0.1915,-0.2677,0.3137,0.1535
"355",1968-05-31,0.0212,0.757,0.1208,-0.2258,-0.2241,0.1361
"356",1968-06-03,0.026,1.2248,-0.3525,0.053,0.1636,0.2732
"357",1968-06-04,0.026,0.5236,0.3787,-0.3159,-0.3132,-0.5181
"358",1968-06-05,0.026,-0.4563,-0.0523,0.4082,-0.0537,0.2984
"359",1968-06-06,0.026,0.8863,0.3833,-0.5897,-0.3946,-0.7017
"360",1968-06-07,0.026,0.6785,0.1659,-0.1442,-0.112,-0.4624
"361",1968-06-10,0.026,0.1128,0.0176,-0.0484,0.3763,-0.1246
"362",1968-06-11,0.026,0.2272,0.133,0.0591,-0.1058,0.1318
"363",1968-06-13,0.026,-0.4227,-0.2942,0.4588,0.5728,0.1992
"364",1968-06-14,0.026,-0.1565,-0.1618,0.5405,-0.153,0.1523
"365",1968-06-17,0.026,-1.1141,-0.3372,0.6698,-0.2772,0.2685
"366",1968-06-18,0.026,-0.1271,0.0333,0.1085,-0.221,-0.0677
"367",1968-06-20,0.026,0.5019,-0.2447,0.2102,0.1165,0.3102
"368",1968-06-21,0.026,0.1581,0.0895,0.1276,-0.2537,-0.0374
"369",1968-06-24,0.026,-0.3706,-0.0416,0.5405,0.0338,-0.0229
"370",1968-06-25,0.026,-0.4313,-0.402,-0.2768,0.0879,0.4636
"371",1968-06-27,0.026,-0.163,-0.1122,0.1283,0.2069,0.0289
"372",1968-06-28,0.026,-0.3398,0.3645,0.4862,-0.1403,-0.2146
"373",1968-07-01,0.0281,-0.229,0.2136,0.1209,-0.1221,-0.1101
"374",1968-07-02,0.0281,0.4003,0.0696,-0.3338,-0.349,-0.253
"375",1968-07-03,0.0281,1.2304,0.4266,-0.1987,0.0059,-0.0242
"376",1968-07-08,0.0281,1.064,0.1487,-0.4382,-0.3156,0.0627
"377",1968-07-09,0.0281,0.2686,-0.1794,0.1787,-0.0331,-0.1086
"378",1968-07-11,0.0281,0.103,0.021,1.0184,0.2395,0.4979
"379",1968-07-12,0.0281,-0.0656,0.2235,-0.1874,-0.466,0.0902
"380",1968-07-15,0.0281,-0.1613,0.1519,0.4196,0.1289,0.4586
"381",1968-07-16,0.0281,-0.5294,-0.0276,0.3759,-0.2571,0.5281
"382",1968-07-18,0.0281,-0.3203,0.152,0.5744,0.29,0.977
"383",1968-07-19,0.0281,-0.9258,-0.1812,0.4703,-0.4609,0.562
"384",1968-07-22,0.0281,-1.4063,-0.7361,0.6442,-0.2398,0.4482
"385",1968-07-23,0.0281,-0.2549,-0.203,-0.3117,-0.0905,-0.4213
"386",1968-07-25,0.0281,-1.2852,0.1133,0.3922,-0.0635,0.5956
"387",1968-07-26,0.0281,0.2411,-0.5789,0.4976,0.1071,0.0374
"388",1968-07-29,0.0281,-0.8721,-0.5579,-0.1947,-0.2621,0.1537
"389",1968-07-30,0.0281,0.1141,-0.2168,-0.2052,-0.2835,0.0685
"390",1968-08-01,0.0248,-0.5259,-0.0984,0.4137,0.2615,0.4181
"391",1968-08-02,0.0248,-0.5405,-0.1305,-0.2706,-0.1796,-0.1805
"392",1968-08-05,0.0248,0.3836,0.3639,-0.2766,-0.2882,-0.1682
"393",1968-08-06,0.0248,0.4617,0.4197,0.1018,0.0344,0.0408
"394",1968-08-08,0.0248,-0.2305,-0.0768,0.0016,-0.2636,0.0529
"395",1968-08-09,0.0248,0.0173,0.0074,-0.1986,-0.2446,-0.1649
"396",1968-08-12,0.0248,0.9647,0.2059,-0.3219,-0.169,0.0638
"397",1968-08-13,0.0248,0.4211,0.0296,-0.063,-0.1483,0.3087
"398",1968-08-15,0.0248,-0.3621,0.5181,-0.2206,-0.0744,-0.0572
"399",1968-08-16,0.0248,0.575,0.1267,0.1135,0.2221,0.2079
"400",1968-08-19,0.0248,0.3364,0.1743,-0.0202,0.0915,0.1736
"401",1968-08-20,0.0248,-0.0024,-0.0925,-0.1029,-0.1118,0.1156
"402",1968-08-22,0.0248,-0.3073,-0.0791,0.268,0.0785,0.4283
"403",1968-08-23,0.0248,0.0424,0.3817,0.1706,-0.36,0.0048
"404",1968-08-26,0.0248,0.2176,-0.1162,0.2081,0.0672,0.3248
"405",1968-08-27,0.0248,-0.1799,0.2782,0.1843,0.0908,-0.0073
"406",1968-08-29,0.0248,-0.123,0.0636,0.3173,0.5931,0.3401
"407",1968-08-30,0.0248,0.2126,0.1132,0.0255,-0.3503,-0.4061
"408",1968-09-03,0.0247,0.3698,0.0376,-0.1868,0.0391,-0.006
"409",1968-09-04,0.0247,0.5998,-0.0195,0.1447,-0.1467,0.1448
"410",1968-09-05,0.0247,0.6912,-0.4173,0.2566,-0.557,0.2628
"411",1968-09-06,0.0247,0.422,0.0543,0.1767,-0.0368,-0.4663
"412",1968-09-09,0.0247,0.122,0.3299,-0.2403,-0.481,-0.2274
"413",1968-09-10,0.0247,-0.4888,0.1813,-0.0869,-0.0759,0.1927
"414",1968-09-12,0.0247,-0.2127,0.302,0.4645,0.3986,0.5603
"415",1968-09-13,0.0247,0.3692,0.2067,-0.4482,-0.2355,-0.1594
"416",1968-09-16,0.0247,0.3851,-0.1653,0.078,-0.0178,0.1708
"417",1968-09-17,0.0247,0.2443,-0.253,-0.2054,-0.3284,-0.2822
"418",1968-09-19,0.0247,0.1846,0.2012,-0.3546,-0.1927,-0.3124
"419",1968-09-20,0.0247,0.1179,-0.1872,-0.1866,-0.8581,-0.4152
"420",1968-09-23,0.0247,0.5435,-0.2752,-0.0029,-0.1503,0.168
"421",1968-09-24,0.0247,0.364,0.3965,-0.003,0.0211,-0.2521
"422",1968-09-26,0.0247,-0.1778,0.0822,0.1081,0.0577,-0.113
"423",1968-09-27,0.0247,0.0668,0.4905,-0.1466,-0.4731,-0.5383
"424",1968-09-30,0.0247,0.3945,0.4236,0.1376,-0.1953,0.1073
"425",1968-10-01,0.0244,0.1711,0.2423,0.2913,-0.1044,-0.0767
"426",1968-10-03,0.0244,0.3637,0.0065,0.1765,-0.0254,-0.2536
"427",1968-10-04,0.0244,0.2849,-0.4245,0.0766,0.0772,0.4695
"428",1968-10-07,0.0244,-0.0246,-0.0921,0.009,-0.0134,-0.1319
"429",1968-10-08,0.0244,-0.0434,-0.1533,0.0164,0.0751,-0.3393
"430",1968-10-10,0.0244,-0.4392,0.1511,0.1756,0.3698,0.1238
"431",1968-10-11,0.0244,0.0057,0.3719,0.0841,-0.1495,-0.0846
"432",1968-10-14,0.0244,0.1584,0.1462,-0.0566,0.1012,-0.2167
"433",1968-10-15,0.0244,0.1899,-0.0434,0.0811,-0.4047,0.0784
"434",1968-10-17,0.0244,0.4825,-0.407,0.5514,0.0348,0.8654
"435",1968-10-18,0.0244,0.6783,-0.3176,0.0753,0.2269,0.5052
"436",1968-10-21,0.0244,0.1384,-0.078,0.091,0.0709,0.4396
"437",1968-10-22,0.0244,-0.3355,0.1027,-0.0926,-0.1957,0.1326
"438",1968-10-24,0.0244,-0.6048,0.4547,0.0171,0.0128,0.0476
"439",1968-10-25,0.0244,0.2917,0.1007,0.3124,0.1665,0.1227
"440",1968-10-28,0.0244,-0.3391,-0.1047,0.4206,0.0982,-0.0241
"441",1968-10-29,0.0244,-0.5644,-0.3611,0.2236,0.1112,0.5561
"442",1968-10-31,0.0244,0.0571,-0.2525,0.2411,0.1213,0.3229
"443",1968-11-01,0.0262,-0.3673,-0.1779,-0.0544,0.0301,0.1607
"444",1968-11-04,0.0262,0.0153,-0.1555,0.1431,0.3178,0.148
"445",1968-11-06,0.0262,0.1579,0.1222,0.1675,0.0202,0.0302
"446",1968-11-07,0.0262,0.2636,-0.0853,-0.037,0.4919,0.2053
"447",1968-11-08,0.0262,0.5274,0.2217,0.1985,-0.4317,-0.2904
"448",1968-11-12,0.0262,0.736,0.3696,-0.3872,-0.1689,0.1513
"449",1968-11-13,0.0262,0.5565,0.4773,-0.6045,0.0329,0.1557
"450",1968-11-14,0.0262,0.1046,0.4685,-0.2327,0.0438,-0.3019
"451",1968-11-15,0.0262,0.5585,0.4434,0.2903,0.2644,-0.1251
"452",1968-11-18,0.0262,0.1543,0.0013,0.2386,-0.0155,-0.0175
"453",1968-11-19,0.0262,0.2776,0.2575,-0.3264,-0.2451,-0.1673
"454",1968-11-21,0.0262,-0.0568,0.381,-0.4361,-0.1008,-0.2201
"455",1968-11-22,0.0262,0.4509,0.1535,-0.3305,-0.2808,0.1899
"456",1968-11-25,0.0262,0.2687,0.1328,-0.0232,-0.1572,-0.357
"457",1968-11-26,0.0262,0.6613,0.0052,-0.1649,-0.1085,-0.3285
"458",1968-11-27,0.0262,0.4096,0.2533,-0.0098,0.093,0.3063
"459",1968-11-29,0.0262,0.568,-0.1964,0.2263,-0.2507,-0.3894
"460",1968-12-02,0.0236,-0.1643,0.2164,0.4735,0.2642,-0.1334
"461",1968-12-03,0.0236,-0.0922,0.0759,-0.0301,0.4665,-0.0909
"462",1968-12-05,0.0236,-0.2705,0.6551,0.2479,0.3321,-0.1797
"463",1968-12-06,0.0236,0.2653,0.1563,0.3703,-0.2195,-0.092
"464",1968-12-09,0.0236,-0.1628,0.3606,0.1368,-0.451,-0.2376
"465",1968-12-10,0.0236,-0.1803,0.2424,-0.2343,-0.0071,0.2658
"466",1968-12-12,0.0236,-0.0542,0.209,0.0633,-0.3151,-0.5901
"467",1968-12-13,0.0236,0.2783,0.0701,0.3998,-0.4867,-0.0601
"468",1968-12-16,0.0236,-0.3929,0.1761,0.0034,-0.2859,0.0163
"469",1968-12-17,0.0236,-0.4581,-0.0988,0.003,0.2769,0.2414
"470",1968-12-19,0.0236,0.2139,-0.0384,-0.1903,0.1367,-0.0625
"471",1968-12-20,0.0236,-0.4726,0.5563,0.4943,-0.0403,-0.2572
"472",1968-12-23,0.0236,-1.0489,0.293,0.3085,-0.2301,0.0451
"473",1968-12-24,0.0236,-0.1154,0.1531,-0.0942,-0.0303,0.1038
"474",1968-12-26,0.0236,0.1146,0.2192,-0.1309,-0.2031,-0.0169
"475",1968-12-27,0.0236,-0.3827,0.215,0.2748,0.0461,0.0137
"476",1968-12-30,0.0236,-1.0216,-0.539,0.4106,-0.0444,0.1558
"477",1968-12-31,0.0236,0.0875,0.3137,0.1293,0.0027,0.0459
"478",1969-01-02,0.0228,0.0827,0.2368,0.2137,-0.1069,-0.2499
"479",1969-01-03,0.0228,-0.0105,-0.0388,0.2427,0.0668,-0.2073
"480",1969-01-06,0.0228,-1.5012,-0.2188,0.0284,-0.0857,-0.006
"481",1969-01-07,0.0228,-1.3721,-0.9244,-0.3589,-0.0018,0.1192
"482",1969-01-08,0.0228,-0.5272,-0.2186,-0.1408,0.0827,-0.2746
"483",1969-01-09,0.0228,0.3941,0.128,-0.2534,0.0731,0.1309
"484",1969-01-10,0.0228,-0.2857,0.0275,0.2668,-0.3235,-0.0048
"485",1969-01-13,0.0228,-0.7146,-0.923,0.3572,0.0387,0.3038
"486",1969-01-14,0.0228,0.7211,0.005,-0.1795,0.2568,0.0704
"487",1969-01-15,0.0228,0.6115,0.7038,0.0383,-0.0201,-0.0689
"488",1969-01-16,0.0228,0.5578,0.4767,0.2194,0.3061,0.4414
"489",1969-01-17,0.0228,-0.0913,0.3013,0.0952,0.2051,-0.0495
"490",1969-01-20,0.0228,-0.1751,0.2255,0.0528,-0.1191,-0.0055
"491",1969-01-21,0.0228,-0.1184,0.1853,-0.0998,0.1001,0.4628
"492",1969-01-22,0.0228,0.3817,0.2021,0.0302,-0.0224,-0.2565
"493",1969-01-23,0.0228,0.5254,0.2858,0.1763,-0.3008,-0.2002
"494",1969-01-24,0.0228,-0.0462,-0.119,0.0459,-0.0885,-0.1417
"495",1969-01-27,0.0228,0.0016,-0.0889,0.0824,-0.0464,0.116
"496",1969-01-28,0.0228,0.0043,0.1044,0.0136,0.0358,0.2735
"497",1969-01-29,0.0228,0.0777,-0.1314,0.0106,-0.4722,-0.1528
"498",1969-01-30,0.0228,-0.0244,-0.1274,-0.1135,0.2492,0.0379
"499",1969-01-31,0.0228,0.3572,-0.3469,0.4386,0.1144,0.1088
"500",1969-02-03,0.0256,-0.0819,-0.1845,0.4032,-0.1962,0.0787
"501",1969-02-04,0.0256,0.0121,0.0206,0.0355,-0.1434,0.2078
"502",1969-02-05,0.0256,0.121,-0.2179,-0.0462,-0.0061,0.1926
"503",1969-02-06,0.0256,0.3058,-0.3411,-0.2608,0.0422,-0.0473
"504",1969-02-07,0.0256,0.0817,-0.1181,-0.1375,0.0015,0.3468
"505",1969-02-11,0.0256,0.0659,0.2266,-0.2298,0.338,0.0742
"506",1969-02-12,0.0256,-0.0585,0.0141,0.1344,0.2067,0.1348
"507",1969-02-13,0.0256,0.045,-0.2053,0.0817,0.2213,0.2411
"508",1969-02-14,0.0256,-0.0963,-0.2281,0.0691,0.0433,0.083
"509",1969-02-17,0.0256,-1.2691,-0.3193,0.1278,0.254,-0.2968
"510",1969-02-18,0.0256,-1.2051,-0.549,0.2427,-0.2303,0.4979
"511",1969-02-19,0.0256,-0.8044,-0.0573,0.0469,0.0421,0.1539
"512",1969-02-20,0.0256,-0.9433,-0.477,0.0655,-0.0496,0.0817
"513",1969-02-24,0.0256,-1.2835,-0.6764,0.1316,0.1126,0.4644
"514",1969-02-25,0.0256,-0.7547,-0.4482,0.1702,0.2396,0.1856
"515",1969-02-26,0.0256,0.3967,-0.1332,-0.2249,-0.0771,-0.0943
"516",1969-02-27,0.0256,-0.4623,-0.2068,0.3011,0.4357,0.2367
"517",1969-02-28,0.0256,-0.0325,-0.1917,-0.0527,-0.1394,-0.0639
"518",1969-03-03,0.024,0.1477,-0.193,-0.0433,0.2751,0.3033
"519",1969-03-04,0.024,0.9764,-0.0135,0.0145,0.02,-0.2286
"520",1969-03-05,0.024,0.3362,0.08,0.1145,-0.1188,0.258
"521",1969-03-06,0.024,-1.1814,-0.0337,-0.0451,0.2575,0.298
"522",1969-03-07,0.024,-0.192,-0.6712,0.2558,-0.2257,0.24
"523",1969-03-10,0.024,0.3473,-0.1263,0.1297,0.0197,0.1057
"524",1969-03-11,0.024,0.398,0.2057,0.0172,-0.0354,-0.0206
"525",1969-03-12,0.024,-0.2863,-0.1121,0.328,-0.0635,0.2893
"526",1969-03-13,0.024,-0.7232,0.0288,0.2393,0.1593,0.0246
"527",1969-03-14,0.024,-0.5066,-0.228,0.1671,0.2704,0.2879
"528",1969-03-17,0.024,0.1981,-0.3743,-0.3073,0.1464,0.051
"529",1969-03-18,0.024,0.2904,0.4887,-0.1033,0.2902,-0.185
"530",1969-03-19,0.024,0.6884,0.1961,-0.2136,0.4201,0.0089
"531",1969-03-20,0.024,0.6342,0.2835,-0.4124,-0.1979,0.0273
"532",1969-03-21,0.024,-0.198,0.2794,0.1201,0.0588,0.3586
"533",1969-03-24,0.024,-0.1608,0.0276,0.1082,0.1156,0.251
"534",1969-03-25,0.024,0.1267,-0.0633,0.3037,0.1798,0.2979
"535",1969-03-26,0.024,0.6279,-0.1547,-0.1673,-0.0352,-0.0721
"536",1969-03-27,0.024,0.6881,-0.0924,-0.1104,0.2742,0.1022
"537",1969-03-28,0.024,0.3869,0.2149,-0.0865,0.1581,0.0794
"538",1969-04-01,0.0231,-0.1328,0.24,0.2706,0.5268,-0.0742
"539",1969-04-02,0.0231,-0.6999,0.0196,-0.0149,0.1207,0.1424
"540",1969-04-03,0.0231,-0.0761,0.1146,0.0436,-0.061,-0.046
"541",1969-04-07,0.0231,-0.8783,-0.41,0.1472,0.1305,0.1597
"542",1969-04-08,0.0231,0.22,-0.119,-0.0284,-0.2289,-0.0608
"543",1969-04-09,0.0231,0.7952,-0.1127,-0.136,0.2219,0.0312
"544",1969-04-10,0.0231,0.4416,-0.0646,0.0474,0.2646,0.1189
"545",1969-04-11,0.0231,0.0947,0.0634,0.0261,-0.0589,-0.0314
"546",1969-04-14,0.0231,-0.1258,-0.1033,0.2301,-0.0417,-0.2117
"547",1969-04-15,0.0231,-0.0931,-0.0238,0.092,0.2793,0.0758
"548",1969-04-16,0.0231,-0.8731,0.1747,0.1869,-0.1267,0.156
"549",1969-04-17,0.0231,0.1204,-0.0446,0.1928,-0.0237,-0.1505
"550",1969-04-18,0.0231,0.389,-0.0899,-0.0801,-0.0112,0.0245
"551",1969-04-21,0.0231,-0.7629,-0.4198,0.3529,0.2613,0.4189
"552",1969-04-22,0.0231,0.1627,-0.3821,0.0221,-0.1268,-0.201
"553",1969-04-23,0.0231,0.1045,0.3871,-0.3521,0.0706,0.0581
"554",1969-04-24,0.0231,0.4135,0.0973,-0.1844,0.2484,-0.2101
"555",1969-04-25,0.0231,0.4439,-0.0091,-0.2318,-0.2624,1e-04
"556",1969-04-28,0.0231,0.3469,0.0735,0.0735,0.5654,0.0575
"557",1969-04-29,0.0231,0.8226,0.2384,-0.0576,0.1166,0.0611
"558",1969-04-30,0.0231,0.8704,0.2281,-0.0368,0.1524,-0.5415
"559",1969-05-01,0.0248,-0.0805,0.0813,0.3867,-0.2288,0.1657
"560",1969-05-02,0.0248,0.4492,0.0332,-0.05,0.0401,-0.0053
"561",1969-05-05,0.0248,0.4571,0.267,0.0454,0.2837,0.1826
"562",1969-05-06,0.0248,0.4351,0.0286,-0.1996,-0.1269,-0.1479
"563",1969-05-07,0.0248,-0.1865,0.048,-0.0347,-0.2727,-0.3286
"564",1969-05-08,0.0248,0.3491,-0.1078,-0.1164,0.0609,-0.0072
"565",1969-05-09,0.0248,0.0734,-0.1829,0.359,-0.0529,0.1945
"566",1969-05-12,0.0248,-0.1799,-0.2024,0.5002,0.3874,-0.0076
"567",1969-05-13,0.0248,0.4162,-0.0879,0.0044,0.1042,0.002
"568",1969-05-14,0.0248,0.6962,-0.2022,0.0249,0.064,-0.1042
"569",1969-05-15,0.0248,-0.3015,0.0942,0.0371,-0.1384,-0.0734
"570",1969-05-16,0.0248,0.0208,-0.2571,-0.0041,0.069,0.1941
"571",1969-05-19,0.0248,-0.8538,0.2848,0.1294,-0.1705,-0.1179
"572",1969-05-20,0.0248,-0.838,0.2529,0.0655,0.1713,-0.1754
"573",1969-05-21,0.0248,0.4181,0.0701,0.1593,-0.0442,-0.4888
"574",1969-05-22,0.0248,0.1802,0.104,0.1286,0.0482,0.5466
"575",1969-05-23,0.0248,-0.0198,-0.0125,0.152,0.371,0.6541
"576",1969-05-26,0.0248,-0.1843,-0.0673,-0.1387,0.0177,-0.0184
"577",1969-05-27,0.0248,-0.8005,-0.0359,-0.1133,0.0343,-0.2296
"578",1969-05-28,0.0248,-0.2656,0.2571,-0.1743,-0.274,-0.0239
"579",1969-05-29,0.0248,0.2323,0.0373,0.2425,-0.3973,-0.2098
"580",1969-06-02,0.0244,-0.4965,0.0042,-0.2041,-0.0533,0.1903
"581",1969-06-03,0.0244,-0.3287,-0.2232,0.1723,0.146,-0.2629
"582",1969-06-04,0.0244,-0.0609,0.0068,-0.0293,0.0616,-0.0826
"583",1969-06-05,0.0244,0.0599,-0.2009,-0.1542,0.2364,-0.1823
"584",1969-06-06,0.0244,-0.6886,-0.0419,0.1901,0.5184,0.2667
"585",1969-06-09,0.0244,-0.98,-0.2072,0.0703,0.2553,0.2402
"586",1969-06-10,0.0244,-0.7902,-0.0657,0.1479,-0.0322,-0.0164
"587",1969-06-11,0.0244,-1.0171,-0.3794,0.104,-0.0697,0.098
"588",1969-06-12,0.0244,-1.4236,-0.519,-0.2022,-0.0432,0.0254
"589",1969-06-13,0.0244,0.3099,-0.1704,-0.1375,0.0059,-0.0563
"590",1969-06-16,0.0244,-0.4111,-0.2879,-0.263,0.2721,0.5795
"591",1969-06-17,0.0244,-0.5298,-0.6014,0.2181,0.3848,0.2732
"592",1969-06-18,0.0244,-0.2205,-0.091,-0.1243,0.3391,0.277
"593",1969-06-19,0.0244,-0.873,-1.0057,0.5071,0.204,0.6433
"594",1969-06-20,0.0244,-0.7272,-0.5297,0.2941,0.4553,0.7638
"595",1969-06-23,0.0244,-0.6902,-0.8665,0.0272,0.3644,0.0645
"596",1969-06-24,0.0244,1.0845,0.0819,-0.2506,0.0603,-0.0337
"597",1969-06-25,0.0244,-0.4313,-0.1242,0.0253,0.1942,0.4045
"598",1969-06-26,0.0244,0.1713,-0.1795,-0.4634,0.2422,-0.1411
"599",1969-06-27,0.0244,0.0679,0.0715,-0.2215,0.2291,0.0485
"600",1969-06-30,0.0244,0.4603,0.2662,-0.3562,-0.2023,-0.242
"601",1969-07-01,0.0262,0.4613,0.0954,-0.5686,-0.6761,-0.6427
"602",1969-07-02,0.0262,0.8823,0.341,-0.222,0.3587,0.1888
"603",1969-07-03,0.0262,0.7516,0.4518,-0.1643,-0.0968,-0.0391
"604",1969-07-07,0.0262,-0.6766,0.2402,0.4067,0.4474,0.8487
"605",1969-07-08,0.0262,-1.3959,0.0665,0.4779,0.1004,0.3733
"606",1969-07-09,0.0262,-0.8092,-0.0809,0.4077,0.091,-8e-04
"607",1969-07-10,0.0262,-1.6123,-0.3128,0.4544,0.2151,0.5106
"608",1969-07-11,0.0262,0.2811,-0.3672,0.1732,0.3804,0.5648
"609",1969-07-14,0.0262,-1.3736,-0.1333,0.5164,-0.0307,0.6377
"610",1969-07-15,0.0262,-0.4484,-0.5266,-0.1263,0.3101,0.1216
"611",1969-07-16,0.0262,1.0627,-0.0776,-0.287,-0.2832,-0.4148
"612",1969-07-17,0.0262,0.5067,-0.2399,0.1815,0.3587,0.0962
"613",1969-07-18,0.0262,-0.7774,0.3289,0.0221,-0.1186,0.1077
"614",1969-07-22,0.0262,-1.5637,0.3071,0.5771,0.5124,0.8792
"615",1969-07-23,0.0262,-0.5391,-0.7622,-0.3278,0.03,-0.0769
"616",1969-07-24,0.0262,-0.4235,0.0901,0.3886,0.4368,0.2864
"617",1969-07-25,0.0262,-1.0283,-0.1892,0.7251,0.4481,0.7693
"618",1969-07-28,0.0262,-2.2775,-1.3925,0.7604,0.4852,1.2379
"619",1969-07-29,0.0262,-0.9179,-1.1362,0.2465,-0.1492,0.019
"620",1969-07-30,0.0262,0.5197,0.0769,-0.8064,-0.4116,-0.6431
"621",1969-07-31,0.0262,2.2152,0.135,-0.7008,-0.2162,-1.1163
"622",1969-08-01,0.028,1.9657,0.6831,-0.8407,-0.2356,-0.5496
"623",1969-08-04,0.028,-0.5371,0.2512,0.458,0.3708,-0.0581
"624",1969-08-05,0.028,0.4022,-0.4672,-0.59,0.3363,0.1888
"625",1969-08-06,0.028,0.6583,-0.1479,-0.294,-0.0548,-0.2286
"626",1969-08-07,0.028,0.0943,0.052,0.0727,0.0632,0.126
"627",1969-08-08,0.028,-0.0205,0.0922,0.1547,0.1076,0.0933
"628",1969-08-11,0.028,-0.5985,0.1943,0.1694,0.1723,-0.0807
"629",1969-08-12,0.028,-0.8323,-0.0033,0.0205,0.4452,0.3535
"630",1969-08-13,0.028,0.0207,-0.2535,-0.5943,-0.1029,-0.1582
"631",1969-08-14,0.028,0.7618,0.2486,-0.5278,-0.1327,-0.5113
"632",1969-08-15,0.028,0.7841,-0.2273,0.073,0.2929,-0.1154
"633",1969-08-18,0.028,0.7318,0.2247,-0.2371,-0.0234,-0.1102
"634",1969-08-19,0.028,0.5336,0.2224,0.0087,-0.069,-0.1896
"635",1969-08-20,0.028,-0.0335,0.0936,0.0293,0.1198,0.2078
"636",1969-08-21,0.028,0.2338,0.1264,-0.0402,0.0662,-0.0725
"637",1969-08-22,0.028,0.6383,-0.1487,-0.3502,-0.4207,-0.2249
"638",1969-08-25,0.028,-0.9278,0.6211,0.5294,0.0207,0.2178
"639",1969-08-26,0.028,-0.7345,-0.1676,-0.0799,0.0201,0.2145
"640",1969-08-27,0.028,0.2584,-0.0458,-0.2392,-0.1243,-0.2477
"641",1969-08-28,0.028,0.3941,-0.2397,-0.0661,0.1065,-0.1776
"642",1969-08-29,0.028,0.7262,-0.0667,-0.0828,-0.5063,-0.7002
"643",1969-09-02,0.0278,-0.1018,-0.0284,0.1098,-0.0724,0.1441
"644",1969-09-03,0.0278,-0.6934,-0.0384,0.4339,0.35,0.1725
"645",1969-09-04,0.0278,-0.86,0.097,0.2634,0.5439,0.5878
"646",1969-09-05,0.0278,-0.637,-0.0049,0.1463,0.1601,0.1258
"647",1969-09-08,0.0278,-1.0645,0.1529,0.5851,0.4531,0.6656
"648",1969-09-09,0.0278,0.7389,-0.4059,-0.7033,-0.1154,0.0206
"649",1969-09-10,0.0278,1.6365,-0.6034,-0.6633,-0.4323,-0.9426
"650",1969-09-11,0.0278,-0.6842,0.4379,0.3127,0.0832,0.3702
"651",1969-09-12,0.0278,0.0519,-0.2505,-0.2441,-0.24,-0.0905
"652",1969-09-15,0.0278,0.6216,-0.1944,-0.1672,-0.0521,-0.4123
"653",1969-09-16,0.0278,0.135,0.2408,0.103,0.4438,0.4898
"654",1969-09-17,0.0278,-0.298,0.2185,-0.0066,0.2946,0.3744
"655",1969-09-18,0.0278,0.3082,-0.2056,-0.228,-0.1676,0.2079
"656",1969-09-19,0.0278,0.3603,0.1064,-0.2817,-0.1422,-0.0199
"657",1969-09-22,0.0278,0.4009,-0.1832,-0.2874,0.5812,0.2554
"658",1969-09-23,0.0278,-0.0334,0.4463,-0.1318,0.0637,0.1527
"659",1969-09-24,0.0278,-0.1886,0.2411,-0.1681,0.0802,-0.0718
"660",1969-09-25,0.0278,-0.7368,0.3733,0.9299,0.0431,0.5477
"661",1969-09-26,0.0278,-0.6866,0.1874,0.0444,-0.004,0.1423
"662",1969-09-29,0.0278,-0.71,-0.1049,0.2641,0.0654,0.1515
"663",1969-09-30,0.0278,-0.3262,0.1777,-0.2493,0.1593,-0.0837
"664",1969-10-01,0.0248,-0.6405,0.0961,0.0789,0.1096,0.3398
"665",1969-10-02,0.0248,0.8398,-0.2336,-0.6032,-0.5587,-0.6214
"666",1969-10-03,0.0248,-0.0837,-0.0717,-0.0376,0.2288,-0.1413
"667",1969-10-06,0.0248,0.1466,-0.1939,-0.601,-0.0746,-0.2207
"668",1969-10-07,0.0248,-0.2356,0.0241,0.1038,0.3564,0.4174
"669",1969-10-08,0.0248,-0.5317,0.0864,0.0998,0.3427,0.5311
