"","date","r_f","r_mkt","r_me","r_ia","r_roe","r_eg"
"6014",1990-11-30,0.0268,1.5511,-0.6053,-0.0258,0.2804,-0.0421
"6015",1990-12-03,0.0299,0.629,-0.1838,-0.5043,0.5438,-0.1497
"6016",1990-12-04,0.0299,0.6884,-0.1959,-0.1702,0.1453,-0.0366
"6017",1990-12-05,0.0299,1.1225,0.415,-0.6839,0.311,-0.0498
"6018",1990-12-06,0.0299,-0.1745,0.5605,-0.7967,0.6044,-0.3349
"6019",1990-12-07,0.0299,-0.3534,0.3104,0.3073,-0.0676,0.1401
"6020",1990-12-10,0.0299,0.2073,-0.532,-0.0461,0.4765,0.5756
"6021",1990-12-11,0.0299,-0.5981,0.0611,0.3311,-0.1243,-0.0498
"6022",1990-12-12,0.0299,0.8906,-0.4904,-0.3538,0.2951,0.242
"6023",1990-12-13,0.0299,-0.0948,0.5571,0.3487,0.4939,0.447
"6024",1990-12-14,0.0299,-0.7652,0.1755,0.121,-0.2008,0.0476
"6025",1990-12-17,0.0299,-0.4068,-0.3198,0.2496,0.1289,-0.0457
"6026",1990-12-18,0.0299,1.1218,-0.5052,-0.605,0.1037,-0.0802
"6027",1990-12-19,0.0299,0.0754,0.1964,-0.3881,0.0203,0.1487
"6028",1990-12-20,0.0299,0.0306,0.0664,-0.2381,0.1134,0.0407
"6029",1990-12-21,0.0299,0.2711,-0.2255,-0.4502,0.2244,0.0763
"6030",1990-12-24,0.0299,-0.3987,0.0626,0.3222,0.0297,0.1251
"6031",1990-12-26,0.0299,0.2339,0.0174,0.3596,0.3136,0.2084
"6032",1990-12-27,0.0299,-0.6022,0.616,0.3544,0.467,0.0887
"6033",1990-12-28,0.0299,0.0062,-0.0857,-0.0677,-0.0042,-0.1409
"6034",1990-12-31,0.0299,0.4681,0.7298,-0.0251,-0.0396,0.1624
"6035",1991-01-02,0.021,-0.9024,0.5095,0.1025,-0.8871,0.1121
"6036",1991-01-03,0.021,-1.2031,0.3388,0.2906,-0.6348,0.0311
"6037",1991-01-04,0.021,-0.2519,0.0797,-0.2673,-0.5096,0.3199
"6038",1991-01-07,0.021,-1.6557,0.4259,0.4888,0.0888,0.3801
"6039",1991-01-08,0.021,-0.2937,-0.3509,0.1035,0.3066,-0.0613
"6040",1991-01-09,0.021,-0.9304,0.3648,0.0555,0.191,-0.2432
"6041",1991-01-10,0.021,0.9219,-0.4692,-0.4424,0.2158,0.1787
"6042",1991-01-11,0.021,0.0658,0.0086,-0.3358,0.0619,0.27
"6043",1991-01-14,0.021,-0.9719,-0.6182,0.0529,0.1004,-0.0673
"6044",1991-01-15,0.021,0.2972,-0.5153,-0.1852,0.3283,0.0279
"6045",1991-01-16,0.021,0.9255,-0.1308,-0.5043,0.2528,0.4209
"6046",1991-01-17,0.021,3.2861,-0.7951,-1.0294,0.7236,-0.24
"6047",1991-01-18,0.021,0.8812,-1.2052,0.0999,0.3392,0.2013
"6048",1991-01-21,0.021,-0.0963,0.5498,-0.3938,0.0303,0.7488
"6049",1991-01-22,0.021,-0.611,1.1718,0.5219,0.1886,0.6179
"6050",1991-01-23,0.021,0.5695,0.4849,-0.1537,-0.0344,-0.2852
"6051",1991-01-24,0.021,1.413,0.3448,-0.6296,-0.2125,-0.4024
"6052",1991-01-25,0.021,0.4039,0.8198,-0.0552,-0.155,-0.1619
"6053",1991-01-28,0.021,0.1313,0.6708,-0.0484,-0.1839,4e-04
"6054",1991-01-29,0.021,0.0856,0.6224,-0.62,-0.173,-0.0325
"6055",1991-01-30,0.021,1.4752,0.3357,-0.7294,0.2126,-0.1855
"6056",1991-01-31,0.021,0.9358,0.5409,-0.1316,-0.1128,-0.2141
"6057",1991-02-01,0.025,0.002,1.0799,0.1356,-0.3676,-0.5889
"6058",1991-02-04,0.025,1.5465,0.4987,-0.2669,-0.3444,0.1287
"6059",1991-02-05,0.025,1.0027,0.1775,-0.2925,-0.1112,0.0242
"6060",1991-02-06,0.025,1.7609,-0.505,0.1654,-0.4153,0.2324
"6061",1991-02-07,0.025,-0.3683,-0.2804,0.6925,0.2316,-0.271
"6062",1991-02-08,0.025,0.6442,-0.3294,0.2449,-0.1453,0.3028
"6063",1991-02-11,0.025,2.3156,-0.6722,-0.344,0.3247,0.2896
"6064",1991-02-12,0.025,-0.5689,0.6152,-0.0297,0.1296,-0.2321
"6065",1991-02-13,0.025,0.8555,0.1633,-0.3703,-0.0639,0.2899
"6066",1991-02-14,0.025,-1.1381,0.8468,-0.1689,-0.1157,-0.1528
"6067",1991-02-15,0.025,1.1437,-0.0511,-0.5958,-0.0537,-0.2465
"6068",1991-02-19,0.025,0.1272,-0.364,-0.4124,0.4419,0.25
"6069",1991-02-20,0.025,-1.0468,0.2908,0.5931,-0.2184,0.3824
"6070",1991-02-21,0.025,-0.0498,0.5338,-0.0529,-0.1307,-0.0818
"6071",1991-02-22,0.025,0.1976,0.5518,-0.0944,0.1662,-0.6685
"6072",1991-02-25,0.025,0.4139,0.2886,0.1383,0.3383,0.0629
"6073",1991-02-26,0.025,-1.0731,0.1261,0.4866,-0.0224,0.2665
"6074",1991-02-27,0.025,1.1226,-0.5185,0.3062,-0.0491,-0.0325
"6075",1991-02-28,0.025,0.0554,0.8495,-0.0542,-0.745,-0.5755
"6076",1991-03-01,0.0219,0.8152,-0.1802,-0.4808,-0.4512,-0.2398
"6077",1991-03-04,0.0219,0.0573,1.1882,-0.2663,-0.2356,-0.0738
"6078",1991-03-05,0.0219,1.8501,-0.0305,-0.4785,-0.0539,0.1728
"6079",1991-03-06,0.0219,-0.1216,0.127,0.205,0.006,0.3265
"6080",1991-03-07,0.0219,-0.0036,0.1959,0.0988,-8e-04,0.0879
"6081",1991-03-08,0.0219,-0.2055,0.5947,0.4943,0.139,0.4745
"6082",1991-03-11,0.0219,-0.5851,-0.1507,-0.1596,-0.3045,-0.1104
"6083",1991-03-12,0.0219,-0.8366,-0.1328,0.4057,0.2569,0.1819
"6084",1991-03-13,0.0219,1.0607,-0.446,-0.2611,-0.0485,-0.3572
"6085",1991-03-14,0.0219,-0.1666,0.2608,-0.0591,-0.0895,0.0901
"6086",1991-03-15,0.0219,-0.2305,-0.4425,0.1213,0.2435,-0.381
"6087",1991-03-18,0.0219,-0.2667,0.323,-0.0518,0.1044,0.09
"6088",1991-03-19,0.0219,-1.2496,0.344,0.5518,0.4361,-0.5455
"6089",1991-03-20,0.0219,0.3458,0.5398,-0.0998,0.5012,0.342
"6090",1991-03-21,0.0219,-0.2656,0.6182,0.296,0.1193,-0.3867
"6091",1991-03-22,0.0219,0.1357,-0.0267,0.4021,0.2319,0.024
"6092",1991-03-25,0.0219,0.6282,0.0276,0.0666,0.4726,0.1119
"6093",1991-03-26,0.0219,1.584,-0.4788,-0.9285,0.4655,-0.0717
"6094",1991-03-27,0.0219,-0.017,0.6598,-0.6787,-0.2111,0.1554
"6095",1991-03-28,0.0219,-0.055,0.7858,-0.1319,0.0345,0.1249
"6096",1991-04-01,0.0242,-0.813,0.7759,0.0889,0.2641,-0.0788
"6097",1991-04-02,0.0242,1.9074,-0.7071,-0.3019,0.5877,-0.0016
"6098",1991-04-03,0.0242,0.1061,0.8438,-0.3999,-0.1329,-0.1045
"6099",1991-04-04,0.0242,0.2948,0.3396,-0.1551,-0.1693,-0.3645
"6100",1991-04-05,0.0242,-0.9199,0.6262,0.4678,-0.0775,-0.0146
"6101",1991-04-08,0.0242,0.5639,-0.7964,-0.1473,0.054,0.0213
"6102",1991-04-09,0.0242,-1.0311,0.6705,0.3976,0.1314,-0.144
"6103",1991-04-10,0.0242,-0.2078,0.0205,0.1263,0.226,0.0582
"6104",1991-04-11,0.0242,1.1282,-0.3567,0.1554,0.4232,0.1295
"6105",1991-04-12,0.0242,0.5793,-0.1415,0.2037,0.3176,0.2535
"6106",1991-04-15,0.0242,0.1727,-0.2991,0.016,0.4028,-0.245
"6107",1991-04-16,0.0242,1.3992,-0.6149,-0.1387,0.0216,0.352
"6108",1991-04-17,0.0242,0.7511,-0.0969,-0.0254,-0.3696,0.0651
"6109",1991-04-18,0.0242,-0.5099,-0.1915,-0.1029,-0.5398,-0.0557
"6110",1991-04-19,0.0242,-1.0076,0.5127,0.3072,-0.4117,0.0518
"6111",1991-04-22,0.0242,-0.9579,-0.4559,0.0749,0.2075,-0.0983
"6112",1991-04-23,0.0242,0.1535,-0.2627,-0.0069,0.0017,0.294
"6113",1991-04-24,0.0242,0.2653,-0.0601,-0.4283,-0.3709,-0.175
"6114",1991-04-25,0.0242,-0.7545,0.4858,-0.042,0.3063,0.5094
"6115",1991-04-26,0.0242,-0.1618,-0.3556,0.1294,0.0394,0.2737
"6116",1991-04-29,0.0242,-1.2816,0.3933,0.2038,0.4807,0.2763
"6117",1991-04-30,0.0242,0.1969,-1.0848,0.0449,-0.0034,-0.3647
"6118",1991-05-01,0.0202,1.1782,-0.5502,-0.123,0.0163,-0.7188
"6119",1991-05-02,0.0202,0.1719,0.5365,-0.19,0.0967,-0.2278
"6120",1991-05-03,0.0202,0.061,0.0743,0.1465,-0.2256,0.1146
"6121",1991-05-06,0.0202,-0.1783,-0.0022,-0.0889,0.1293,0.3064
"6122",1991-05-07,0.0202,-0.5215,0.7421,0.0082,0.2466,0.1291
"6123",1991-05-08,0.0202,0.2146,-0.1267,-0.1117,-0.0396,0.391
"6124",1991-05-09,0.0202,1.1283,-0.5882,-0.0999,0.0421,0.0583
"6125",1991-05-10,0.0202,-1.5878,0.8649,0.1393,-0.2851,0.2919
"6126",1991-05-13,0.0202,0.1661,-0.2648,-0.2961,0.4371,0.1785
"6127",1991-05-14,0.0202,-1.2062,0.4907,0.042,0.1502,-0.0212
"6128",1991-05-15,0.0202,-1.0037,-0.3809,0.418,-0.3238,-0.4195
"6129",1991-05-16,0.0202,0.9014,-0.3002,-0.2146,0.1501,-0.232
"6130",1991-05-17,0.0202,-0.0388,-0.1649,-0.1907,0.0647,-0.0582
"6131",1991-05-20,0.0202,-0.0272,0.0096,-0.0586,0.3177,0.228
"6132",1991-05-21,0.0202,0.725,-0.229,-0.1483,0.2965,-0.1358
"6133",1991-05-22,0.0202,0.2226,-0.0749,0.0046,0.2544,0.1662
"6134",1991-05-23,0.0202,-0.1523,0.4241,-0.4174,0.251,-0.1863
"6135",1991-05-24,0.0202,0.6176,-0.3711,0.0146,-0.2643,-0.4596
"6136",1991-05-28,0.0202,1.0406,-0.5692,-0.3717,-0.2466,0.1495
"6137",1991-05-29,0.0202,0.2452,0.161,0.1303,-0.3581,0.2255
"6138",1991-05-30,0.0202,0.9905,-0.1583,-0.1254,-0.2913,-0.4568
"6139",1991-05-31,0.0202,0.6927,-0.1087,-0.3458,-1.108,-0.3373
"6140",1991-06-03,0.0208,-0.2686,0.2209,0.0255,-0.4927,0.1883
"6141",1991-06-04,0.0208,-0.0529,0.3002,-0.317,0.0494,0.0971
"6142",1991-06-05,0.0208,-0.544,0.921,-0.0575,-0.0256,-0.0767
"6143",1991-06-06,0.0208,-0.3597,0.4003,0.474,0.0264,0.2036
"6144",1991-06-07,0.0208,-0.925,0.3776,0.2505,0.16,0.0239
"6145",1991-06-10,0.0208,-0.2393,-0.033,-0.28,0.0142,-0.0965
"6146",1991-06-11,0.0208,0.4214,-0.6942,0.0776,-0.1243,-0.033
"6147",1991-06-12,0.0208,-1.0671,0.0164,0.0336,0.3986,0.1437
"6148",1991-06-13,0.0208,0.1927,-0.2243,-0.1009,0.0696,-0.1882
"6149",1991-06-14,0.0208,1.0194,-0.6861,-0.0727,-0.004,-0.0486
"6150",1991-06-17,0.0208,-0.3984,0.2618,-0.0511,-0.1153,0.0383
"6151",1991-06-18,0.0208,-0.3808,0.2258,0.0194,-0.1059,-0.0929
"6152",1991-06-19,0.0208,-0.9468,0.0219,-0.016,0.0017,-0.0964
"6153",1991-06-20,0.0208,6e-04,-0.1288,0.1086,0.2114,0.139
"6154",1991-06-21,0.0208,0.4011,-0.5634,0.0448,-0.0426,-0.1892
"6155",1991-06-24,0.0208,-1.6788,0.1958,0.2314,0.751,0.4743
"6156",1991-06-25,0.0208,-0.1953,-0.4199,0.1193,-0.0639,0.1631
"6157",1991-06-26,0.0208,0.1166,-0.5379,-0.229,0.4229,0.1342
"6158",1991-06-27,0.0208,0.6566,-0.4918,0.3244,0.0306,-0.2038
"6159",1991-06-28,0.0208,-0.6309,0.8763,0.0595,0.2396,-0.093
"6160",1991-07-01,0.0219,1.5551,-1.1169,-0.3151,0.3381,0.0462
"6161",1991-07-02,0.0219,-0.1228,-0.0398,0.0588,0.1113,-0.0015
"6162",1991-07-03,0.0219,-0.9453,0.2703,0.0401,-0.0598,-0.0373
"6163",1991-07-05,0.0219,0.1698,-0.1862,0.0611,0.059,-0.0454
"6164",1991-07-08,0.0219,0.7866,-0.5236,-0.3499,0.0198,0.0912
"6165",1991-07-09,0.0219,-0.1074,0.7298,-0.3531,0.1358,0.2034
"6166",1991-07-10,0.0219,0.0184,0.5337,0.0993,0.1077,0.0464
"6167",1991-07-11,0.0219,0.271,-0.2702,0.1002,-0.1296,-0.3021
"6168",1991-07-12,0.0219,0.7385,-0.1244,-0.2272,0.0928,0.135
"6169",1991-07-15,0.0219,0.5939,0.2762,-0.1686,0.3741,-0.0124
"6170",1991-07-16,0.0219,-0.197,0.2894,0.4064,0.1885,0.0687
"6171",1991-07-17,0.0219,-0.0351,0.2277,0.3362,0.1955,0.1256
"6172",1991-07-18,0.0219,0.882,-0.2364,-0.2348,-0.2323,-0.1532
"6173",1991-07-19,0.0219,-0.2149,0.4966,-0.0572,-0.0494,-0.0377
"6174",1991-07-22,0.0219,-0.3645,-0.0457,-0.0106,0.0564,0.0413
"6175",1991-07-23,0.0219,-0.8638,0.1191,0.3213,0.147,0.0079
"6176",1991-07-24,0.0219,-0.2929,-0.1756,0.3557,0.4421,0.4913
"6177",1991-07-25,0.0219,0.5172,-0.4469,-0.2694,-0.0558,-0.0724
"6178",1991-07-26,0.0219,0.0658,0.0023,0.1015,0.1278,-0.0489
"6179",1991-07-29,0.0219,0.4558,-0.5887,-0.1972,0.6926,0.0301
"6180",1991-07-30,0.0219,0.8505,-0.1635,-0.0486,0.4025,-0.2503
"6181",1991-07-31,0.0219,0.3746,0.4149,-0.2584,0.09,0.0305
"6182",1991-08-01,0.0209,-0.1182,0.242,-0.2684,-0.2076,0.1791
"6183",1991-08-02,0.0209,0.0601,0.1209,0.0564,0.1222,0.0867
"6184",1991-08-05,0.0209,-0.5056,0.1979,0.1456,0.1896,0.0439
"6185",1991-08-06,0.0209,1.1762,-0.7761,0.059,0.5008,0.096
"6186",1991-08-07,0.0209,0.0937,0.155,0.0515,0.2861,-0.254
"6187",1991-08-08,0.0209,-0.1697,0.0952,0.0363,-0.0678,-0.3045
"6188",1991-08-09,0.0209,-0.4135,0.5681,0.1936,0.2996,0.0965
"6189",1991-08-12,0.0209,0.1773,-0.0021,-0.1674,0.4298,0.1503
"6190",1991-08-13,0.0209,0.4232,0.0224,-0.037,0.1008,-0.1107
"6191",1991-08-14,0.0209,0.2044,0.2294,-0.3099,0.2324,-0.213
"6192",1991-08-15,0.0209,-0.1553,0.1521,0.0503,-0.0763,0.3121
"6193",1991-08-16,0.0209,-0.8183,0.4311,0.429,0.157,0.2519
"6194",1991-08-19,0.0209,-2.3244,-0.6279,0.2042,0.1018,-0.1695
"6195",1991-08-20,0.0209,0.6923,0.4565,-0.0023,0.1951,0.1954
"6196",1991-08-21,0.0209,2.6898,-0.2822,-0.4326,0.3142,0.0875
"6197",1991-08-22,0.0209,0.2019,0.202,0.1772,-0.1023,0.0113
"6198",1991-08-23,0.0209,0.5975,-0.3557,0.0546,-0.4953,-0.1796
"6199",1991-08-26,0.0209,-0.0502,0.1518,-0.0074,-0.23,-0.3012
"6200",1991-08-27,0.0209,-0.1114,0.1877,-0.2794,0.077,-0.101
"6201",1991-08-28,0.0209,0.8215,-0.2977,0.2144,-0.2936,0.1185
"6202",1991-08-29,0.0209,-0.0183,-0.0435,-0.2474,-0.2966,0.0906
"6203",1991-08-30,0.0209,-0.1645,0.3928,0.0919,-0.0128,-0.314
"6204",1991-09-03,0.0227,-0.7574,0.1873,0.0666,-0.0081,0.3248
"6205",1991-09-04,0.0227,-0.5609,0.2253,-0.2489,-0.2108,-0.0063
"6206",1991-09-05,0.0227,-0.2739,0.2803,0.2992,0.0767,0.0615
"6207",1991-09-06,0.0227,-0.0109,0.0408,-0.0251,-0.1608,0.3008
"6208",1991-09-09,0.0227,-0.1222,0.0719,-0.0721,-0.3029,0.1077
"6209",1991-09-10,0.0227,-1.0309,-0.0529,0.2009,0.1895,-0.0895
"6210",1991-09-11,0.0227,0.1577,-0.0196,-0.3628,-0.1368,0.0915
"6211",1991-09-12,0.0227,0.6367,0.0657,-0.8666,0.0261,-0.0219
"6212",1991-09-13,0.0227,-0.8778,0.6807,0.3662,0.0443,-0.0637
"6213",1991-09-16,0.0227,0.3969,-0.5907,0.1573,0.1298,-0.2588
"6214",1991-09-17,0.0227,-0.059,-0.1042,-0.2663,-0.0773,0.2549
"6215",1991-09-18,0.0227,0.3301,-0.0653,-0.011,-0.3132,-0.1703
"6216",1991-09-19,0.0227,0.3016,0.433,-0.1847,0.2608,0.2009
"6217",1991-09-20,0.0227,0.2032,0.3712,-0.0404,-0.098,-0.3041
"6218",1991-09-23,0.0227,-0.4511,0.1582,-0.1192,0.212,0.2651
"6219",1991-09-24,0.0227,0.4366,-0.3948,-0.294,-0.2714,-0.4715
"6220",1991-09-25,0.0227,-0.1664,0.1438,0.2688,0.064,0.3979
"6221",1991-09-26,0.0227,-0.0421,0.2673,0.0153,-0.1601,-0.1194
"6222",1991-09-27,0.0227,-0.1772,0.1486,0.4404,0.3008,-0.2267
"6223",1991-09-30,0.0227,0.5285,-0.0051,-0.1355,0.051,0.0223
"6224",1991-10-01,0.0184,0.2535,-0.0504,-0.0219,0.4656,0.026
"6225",1991-10-02,0.0184,-0.2537,0.0181,0.141,-0.3292,-0.1447
"6226",1991-10-03,0.0184,-0.9055,0.1099,0.3798,-0.0138,-0.0278
"6227",1991-10-04,0.0184,-0.5906,0.3674,0.082,-0.1854,0.2363
"6228",1991-10-07,0.0184,-0.5797,-0.2685,-0.2097,-0.1098,0.4165
"6229",1991-10-08,0.0184,0.2441,-0.1654,0.2438,0.2151,0.1955
"6230",1991-10-09,0.0184,-0.8618,0.345,-0.1121,-0.1057,0.742
"6231",1991-10-10,0.0184,0.6873,-0.7555,0.0603,-0.0854,0.1719
"6232",1991-10-11,0.0184,0.2869,0.0442,-0.1889,-0.4157,-0.248
"6233",1991-10-14,0.0184,1.1754,-0.5407,-0.427,-0.0781,0.25
"6234",1991-10-15,0.0184,1.1734,-0.1463,-0.4482,0.0865,-0.0991
"6235",1991-10-16,0.0184,0.6636,0.7062,-0.0472,0.2699,0.1526
"6236",1991-10-17,0.0184,-0.2541,0.2037,0.376,0.0032,-0.5007
"6237",1991-10-18,0.0184,0.1637,0.0901,0.0502,-0.4114,0.2394
"6238",1991-10-21,0.0184,-0.5712,0.3053,0.2092,-0.3033,-0.1402
"6239",1991-10-22,0.0184,-0.4026,0.5776,0.1784,-0.1371,0.4442
"6240",1991-10-23,0.0184,-0.0644,-0.0379,0.2841,0.6571,0.3536
"6241",1991-10-24,0.0184,-0.7855,-0.1574,0.3921,0.1849,0.2146
"6242",1991-10-25,0.0184,-0.303,-0.2646,0.0387,0.0426,0.2846
"6243",1991-10-28,0.0184,1.1258,-0.7031,0.237,0.3383,-0.1489
"6244",1991-10-29,0.0184,0.5719,0.0213,0.0435,0.2833,0.0438
"6245",1991-10-30,0.0184,0.5147,0.0164,-0.0955,-0.5077,-0.1078
"6246",1991-10-31,0.0184,0.1103,0.8848,0.1235,0.2016,0.8012
"6247",1991-11-01,0.0195,-0.2902,0.0584,0.3979,0.1082,-0.1053
"6248",1991-11-04,0.0195,-0.3181,-0.1339,0.3004,0.1833,-0.1373
"6249",1991-11-05,0.0195,-0.2418,0.4724,-0.075,-0.1014,-0.0977
"6250",1991-11-06,0.0195,0.2613,0.0208,-0.0742,0.465,0.1263
"6251",1991-11-07,0.0195,0.8829,-0.0838,-0.0852,-0.1747,-0.5508
"6252",1991-11-08,0.0195,0.0087,0.3226,0.0646,-0.0467,-0.0557
"6253",1991-11-11,0.0195,0.1379,0.2397,-0.2561,0.2126,0.0722
"6254",1991-11-12,0.0195,0.8525,-0.3305,0.1831,0.1448,0.2082
"6255",1991-11-13,0.0195,0.1195,-0.2028,-0.0226,0.0984,0.0448
"6256",1991-11-14,0.0195,-0.1184,-0.0135,-0.41,0.2842,-0.2311
"6257",1991-11-15,0.0195,-3.4271,0.3533,0.9369,0.281,0.2111
"6258",1991-11-18,0.0195,0.496,-0.5474,-0.3884,0.0934,0.2219
"6259",1991-11-19,0.0195,-1.5617,-0.5088,0.16,0.2468,0.3844
"6260",1991-11-20,0.0195,-0.1415,0.481,-0.1199,0.296,-0.1783
"6261",1991-11-21,0.0195,0.4036,-0.0976,0.3771,0.2386,-0.1119
"6262",1991-11-22,0.0195,-0.9363,0.127,-0.2605,0.3177,0.107
"6263",1991-11-25,0.0195,-0.3219,-0.2724,-0.2249,0.4435,0.2396
"6264",1991-11-26,0.0195,0.4573,-0.9679,-0.1795,0.1711,0.043
"6265",1991-11-27,0.0195,-0.2162,-0.0277,0.2972,0.2675,0.2644
"6266",1991-11-29,0.0195,-0.1606,0.766,-0.2896,0.0603,-0.0063
"6267",1991-12-02,0.018,1.3301,-1.1936,-0.2284,0.9359,0.3326
"6268",1991-12-03,0.018,0.0631,0.5093,-0.4823,0.5837,-0.0918
"6269",1991-12-04,0.018,-0.1476,0.2996,0.096,0.3164,-0.0764
"6270",1991-12-05,0.018,-0.5223,0.1741,-0.2583,0.0206,-0.2261
"6271",1991-12-06,0.018,0.3595,0.0496,0.4275,0.4852,-0.2072
"6272",1991-12-09,0.018,-0.2219,0.0079,-0.1143,1.2156,-0.0592
"6273",1991-12-10,0.018,-0.1413,-0.2625,-0.5914,0.459,0.1804
"6274",1991-12-11,0.018,-0.2181,-0.5386,-0.0019,0.1437,0.068
"6275",1991-12-12,0.018,0.8545,-0.0661,0.1811,0.1119,-0.0606
"6276",1991-12-13,0.018,0.689,0.2397,-0.1183,-0.0044,-0.4836
"6277",1991-12-16,0.018,0.1349,0.7445,-0.1291,0.4365,-0.0225
"6278",1991-12-17,0.018,-0.5034,0.0993,-0.4026,0.7334,-0.0304
"6279",1991-12-18,0.018,0.0927,-0.2087,-0.2948,-0.0207,0.2224
"6280",1991-12-19,0.018,-0.4024,-0.0898,0.2619,0.2464,0.3428
"6281",1991-12-20,0.018,0.9511,-1.2339,0.1188,0.2491,0.0137
"6282",1991-12-23,0.018,2.2018,-1.5199,0.166,-0.4532,0.082
"6283",1991-12-24,0.018,0.7989,0.2243,-0.0773,0.2936,-0.0276
"6284",1991-12-26,0.018,1.3757,0.3348,-0.3701,0.6341,0.1523
"6285",1991-12-27,0.018,0.5907,0.6071,-0.0907,0.3906,-0.1913
"6286",1991-12-30,0.018,2.0123,0.0628,-0.2284,0.3149,-0.4328
"6287",1991-12-31,0.018,0.5881,0.2972,0.3215,-0.8017,0.0802
"6288",1992-01-02,0.0139,-0.0722,-0.0668,-0.2254,-1.0262,0.2663
"6289",1992-01-03,0.0139,0.5439,0.5512,-0.018,-0.6409,0.3599
"6290",1992-01-06,0.0139,-0.0115,1.2094,-0.4959,-0.4787,-0.0728
"6291",1992-01-07,0.0139,0.0382,0.7258,-0.3415,-0.0573,0.2181
"6292",1992-01-08,0.0139,0.3814,1.1366,-0.1672,0.6119,-0.1361
"6293",1992-01-09,0.0139,0.2629,1.0269,-0.1625,0.2948,-0.1493
"6294",1992-01-10,0.0139,-0.6081,0.1972,0.2705,0.0509,-0.2908
"6295",1992-01-13,0.0139,-0.1014,0.5087,0.2006,-0.1767,-0.0889
"6296",1992-01-14,0.0139,1.2883,-0.2338,0.3332,-0.543,0.019
"6297",1992-01-15,0.0139,0.2786,0.207,0.2551,-1.186,-0.244
"6298",1992-01-16,0.0139,-0.5482,0.5426,0.2886,-1.4064,0.0628
"6299",1992-01-17,0.0139,0.1112,0.3267,-0.2429,-0.4074,0.0945
"6300",1992-01-20,0.0139,-0.6134,-0.0168,0.6796,-0.5592,0.0077
"6301",1992-01-21,0.0139,-1.1188,-0.6748,0.8771,0.0517,0.191
"6302",1992-01-22,0.0139,1.3298,0.1276,-0.6815,0.6746,0.0163
"6303",1992-01-23,0.0139,-0.4152,0.9641,-0.1387,0.3898,0.4632
"6304",1992-01-24,0.0139,0.1126,0.041,0.2806,0.0361,0.0403
"6305",1992-01-27,0.0139,-0.1607,-0.0939,0.4357,-0.5915,0.0427
"6306",1992-01-28,0.0139,-2e-04,-0.1052,0.4565,0.0337,0.3753
"6307",1992-01-29,0.0139,-0.9923,0.723,-0.1965,0.808,-0.0892
"6308",1992-01-30,0.0139,0.4033,0.2291,-0.2618,0.2917,0.3182
"6309",1992-01-31,0.0139,-0.4953,0.7597,0.27,-0.0433,0.0325
"6310",1992-02-03,0.0149,0.2453,0.2111,-0.0874,0.3531,-0.1238
"6311",1992-02-04,0.0149,0.9707,-0.0448,-0.0995,0.1503,0.567
"6312",1992-02-05,0.0149,0.221,0.5218,-0.2865,0.679,0.1983
"6313",1992-02-06,0.0149,0.0381,0.4006,0.0168,-0.1913,-0.1677
"6314",1992-02-07,0.0149,-0.5502,0.2216,0.355,-0.2157,-0.039
"6315",1992-02-10,0.0149,0.4643,-0.4207,0.175,0.3288,0.2997
"6316",1992-02-11,0.0149,0.0163,-0.0753,0.2142,0.0658,0.1726
"6317",1992-02-12,0.0149,0.8564,0.2042,-0.3999,-0.2353,0.1488
"6318",1992-02-13,0.0149,-0.8165,0.5009,0.4158,0.058,0.1567
"6319",1992-02-14,0.0149,-0.2209,0.0784,0.6145,-0.6805,0.0289
"6320",1992-02-18,0.0149,-1.1696,0.4071,0.584,-0.1821,0.5907
"6321",1992-02-19,0.0149,-0.0146,-1.0677,-0.0377,-0.1721,0.1036
"6322",1992-02-20,0.0149,1.2332,-0.2753,0.1518,-0.169,6e-04
"6323",1992-02-21,0.0149,-0.5133,0.5027,-0.0693,0.0538,0.1902
"6324",1992-02-24,0.0149,-0.0515,-0.7751,0.2128,0.2165,0.3112
"6325",1992-02-25,0.0149,-0.4334,-0.2503,0.1119,0.4632,0.1281
"6326",1992-02-26,0.0149,1.1567,0.3141,-0.1602,0.4051,-0.239
"6327",1992-02-27,0.0149,-0.1021,0.5845,-0.0741,0.0832,-0.1591
"6328",1992-02-28,0.0149,-0.2485,0.2588,0.608,-0.1935,-0.0175
"6329",1992-03-02,0.0153,0.0803,0.3044,-0.117,-0.1773,-0.0854
"6330",1992-03-03,0.0153,0.0369,-0.0624,0.1447,-0.3974,0.1454
"6331",1992-03-04,0.0153,-0.7186,0.4103,0.1156,0.1481,0.0836
"6332",1992-03-05,0.0153,-0.8562,-0.4664,0.0813,-0.0605,-0.1588
"6333",1992-03-06,0.0153,-0.5519,-0.1505,0.1131,-0.106,0.0746
"6334",1992-03-09,0.0153,0.1262,-0.3474,0.1615,0.01,0.0863
"6335",1992-03-10,0.0153,0.5147,0.1234,-0.2637,0.6263,0.0633
"6336",1992-03-11,0.0153,-0.7293,-0.0819,0.2366,0.107,0.0942
"6337",1992-03-12,0.0153,-0.1422,-0.1953,-0.4196,-0.0636,-0.1672
"6338",1992-03-13,0.0153,0.4149,-0.22,-0.1056,-0.0906,-0.0173
"6339",1992-03-16,0.0153,0.0148,-0.2589,0.404,0.1105,0.2614
"6340",1992-03-17,0.0153,0.7156,-0.1032,-0.0792,0.4513,0.2359
"6341",1992-03-18,0.0153,-0.0131,0.4991,0.4761,0.1661,0.4349
